name repository,creator user,url_html issue,url_api issue,title,body,state,pull request,data open,updated at
sawtooth-supply-chain,fcooper98,https://github.com/hyperledger/sawtooth-supply-chain/pull/78,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/78,Update .env,,open,True,2019-03-05 07:21:12,2019-03-05 07:21:13
sawtooth-supply-chain,IgorKroop,https://github.com/hyperledger/sawtooth-supply-chain/pull/77,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/77,ERROR: Service 'shell' failed to build: manifest for hyperledger/sawtooth-shell:nightly not found,,open,True,2019-02-26 08:57:00,2019-03-05 07:15:22
sawtooth-supply-chain,agunde406,https://github.com/hyperledger/sawtooth-supply-chain/pull/76,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/76,Update Supply Chain to use sawtooth-sdk = 0.2,Signed-off-by: Andrea Gunderson <agunde@bitwise.io>,closed,True,2019-02-20 16:50:09,2019-02-21 21:21:56
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/75,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/75,Fix CODEOWNERS,Signed-off-by: Ryan Beck-Buysse <rbuysse@bitwise.io>,closed,True,2019-02-07 16:35:49,2019-02-09 04:40:08
sawtooth-supply-chain,rranjan3,https://github.com/hyperledger/sawtooth-supply-chain/pull/74,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/74,Bugfixes on fish and asset client,"1.)Fix multi select meant to select properties while creating reporter proposal
2.)Double check that property list is not empty in a proposal for Reporter role",open,True,2019-02-03 18:18:31,2019-03-22 19:56:37
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/73,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/73,Add MAINTAINERS.md and CODEOWNERS,Signed-off-by: Ryan Beck-Buysse <rbuysse@bitwise.io>,closed,True,2019-01-22 22:35:28,2019-01-23 01:13:50
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/72,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/72,Unpin Sphinx version,Signed-off-by: Ryan Beck-Buysse <rbuysse@bitwise.io>,closed,True,2019-01-21 21:36:08,2019-01-22 22:37:59
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/71,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/71,071 bionic upgrade,,closed,True,2018-12-06 19:10:36,2018-12-12 19:33:12
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/70,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/70,Update compose file for bumper release,Signed-off-by: Ryan Beck-Buysse <rbuysse@bitwise.io>,closed,True,2018-12-05 20:07:53,2018-12-05 22:02:46
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/69,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/69,Update Cargo.toml to use crates for sdk and zmq,Signed-off-by: Ryan Beck-Buysse <rbuysse@bitwise.io>,closed,True,2018-11-09 21:10:54,2018-11-12 15:52:15
sawtooth-supply-chain,arsulegai,https://github.com/hyperledger/sawtooth-supply-chain/pull/68,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/68,Make sawtooth-supply-chain work in proxy environment,"The docker image expects proxy environment variables be supplied,
supply-tp is unable to update crates, other images such as nodejs
too fails to connect to remote URL for npm downloads.

Similar changes may be needed for docker*installed files

Signed-off-by: S m, Aruna <aruna.s.m@intel.com>",closed,True,2018-10-28 10:41:31,2018-11-14 03:24:03
sawtooth-supply-chain,agunde406,https://github.com/hyperledger/sawtooth-supply-chain/pull/67,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/67,Update build.rs files to use Customize::default(),"Protobuf updated and removed Default::default() and
instead we need to use Customize::default()

Signed-off-by: Andrea Gunderson <agunde@bitwise.io>",closed,True,2018-10-08 18:33:56,2018-10-08 19:42:18
sawtooth-supply-chain,rbuysse,https://github.com/hyperledger/sawtooth-supply-chain/pull/66,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/66,C068 published images compose,"The supply-chain images referenced in supply-chain-default.yaml aren't published yet. Once this PR gets merged, I'll be tagging a new release and using that to create the published images.

",closed,True,2018-10-08 16:59:21,2018-10-18 19:27:35
sawtooth-supply-chain,ryjones,https://github.com/hyperledger/sawtooth-supply-chain/pull/65,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/65,Update Apache 2.0 LICENSE file,Signed-off-by: Ry Jones <ry@linux.com>,closed,True,2018-08-29 14:20:33,2018-08-31 16:14:15
sawtooth-supply-chain,ryjones,https://github.com/hyperledger/sawtooth-supply-chain/pull/64,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/64,Update Apache 2.0 LICENSE file,Signed-off-by: Ry Jones <ry@linux.com>,closed,True,2018-08-17 23:56:04,2018-08-29 14:21:04
sawtooth-supply-chain,compustar,https://github.com/hyperledger/sawtooth-supply-chain/pull/63,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/63,Added list block page to the screen to show the blocks,Addeding show block page just to show what is going on behind,closed,True,2018-07-23 09:16:47,2018-07-24 01:53:12
sawtooth-supply-chain,compustar,https://github.com/hyperledger/sawtooth-supply-chain/pull/62,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/62,Added list block page to the screen to show the blocks,Signed-off-by: Shane Ng <sng@kbquest.com>,closed,True,2018-07-23 08:56:47,2018-07-23 09:07:53
sawtooth-supply-chain,compustar,https://github.com/hyperledger/sawtooth-supply-chain/pull/61,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/61,Add list blocks to the screen,,closed,True,2018-07-23 08:42:27,2018-07-23 08:58:42
sawtooth-supply-chain,delventhalz,https://github.com/hyperledger/sawtooth-supply-chain/pull/60,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/60,Add unit field to Properties,"Adds `unit`, a simple metadata string which describes the unit of measure for a Property. This can be used as a clue to clients about how to display Property values.",closed,True,2018-07-10 20:11:58,2018-07-26 17:31:51
sawtooth-supply-chain,rberg2,https://github.com/hyperledger/sawtooth-supply-chain/pull/59,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/59,Fetch git tags in Jenkinsfile,"Tags are required to get the dev version number and JJB multibranch
fetches without tags.

Signed-off-by: Richard Berg <rberg@bitwise.io>",closed,True,2018-07-03 20:24:57,2018-07-05 14:55:02
sawtooth-supply-chain,agunde406,https://github.com/hyperledger/sawtooth-supply-chain/pull/58,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/58,Update supply_chain state for multiple addresses,"The rust sdk was updated to be able to get and set
multiple address at once. This commit updates
supply chain state object to handle this change.

Signed-off-by: Andrea Gunderson <agunde@bitwise.io>",closed,True,2018-06-24 15:00:09,2018-06-24 21:53:25
sawtooth-supply-chain,delventhalz,https://github.com/hyperledger/sawtooth-supply-chain/pull/57,https://api.github.com/repos/hyperledger/sawtooth-supply-chain/issues/57,"Add ""fixed"" field to properties","The `fixed` field completes the set of boolean flags on properties, alongside `required` and `delayed`. If set to true, `fixed` designates that a property may _only_ have a value set at record creation. Any updates to property values submitted afterwards will be rejected by the transaction processor.

Besides giving more control to property schema design, this will be an important clue to a universal client. For example, with a fish record type, _species_ would be fixed. A create record form would provide a field to submit a species value, but it would _not_ allow reporters to be authorized for the field.

_Note that this field was formerly known as ""static"". However, as this is a reserved term in Rust, it may not be used as a property name._",closed,True,2018-06-05 20:28:51,2018-06-18 20:11:58
