url issues,url_api comment,url_html comment,user create comment,body,created_at,updated_at
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/96,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/475693770,https://github.com/hyperledger/sawtooth-seth/pull/96#issuecomment-475693770,danintel,"For the record, here are the exact error messages for DevMode consensus errors:

```
devmode-engine-rust | ERROR | devmode_engine_rust: | ReceiveError: TimeoutError
devmode-engine-rust exited with code 1
```

The incomplete fix is from #92 

This fix will not be needed for future Sawtooth 1.2.1, nor to backport updates to Sawtooth 1.1.x that have the sawtooth-devmode repository fix on 2019-01-08, in file sdk/examples/devmode_rust/src/main.rs to correct the default TCP port for the consensus engine from `5005` to `5050`
https://github.com/hyperledger/sawtooth-devmode/commit/ecddd592142d9d68521cf86f70c4cea5041095d4",2019-03-22 16:45:56,2019-03-28 18:33:10
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/95,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/475423494,https://github.com/hyperledger/sawtooth-seth/pull/95#issuecomment-475423494,danintel,"For the record here are the exact log messages for apt-key proxy errors:

```
Executing: /tmp/apt-key-gpghome.E9z456VMWq/gpg.1.sh --keyserver hkp://keyserver.ubuntu.com:80 --r
ecv-keys 44FC67F19B2466EA
gpg: keyserver receive failed: Connection timed out
Warning: apt-key output should not be parsed (stdout is not a terminal)
Executing: /tmp/apt-key-gpghome.11j3dCOYV0/gpg.1.sh --keyserver hkp://p80.pool.sks-keyservers.net
:80 --recv-keys 44FC67F19B2466EA
gpg: keyserver receive failed: Cannot assign requested address
```

The older proxy fix, which works for Ubuntu Xenial (LTS 16), but does not work with recent Ubuntu Bionic (LTS 18) is PR https://github.com/hyperledger/sawtooth-seth/pull/29 . This fix works for both Bionic and Xenial.",2019-03-21 22:14:34,2019-03-28 22:19:48
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/95,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/475690356,https://github.com/hyperledger/sawtooth-seth/pull/95#issuecomment-475690356,danintel,"I removed the consensus fixes in `docker-compose*.yaml` for this PR and resubmitted separately as PR #96.
Only proxy fixes remain here.",2019-03-22 16:36:09,2019-03-22 16:49:17
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/91,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/451981456,https://github.com/hyperledger/sawtooth-seth/pull/91#issuecomment-451981456,peterschwarz,Depends on https://github.com/hyperledger/burrow/issues/908 being fixed.,2019-01-07 15:55:23,2019-01-07 15:55:23
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/91,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/452650483,https://github.com/hyperledger/sawtooth-seth/pull/91#issuecomment-452650483,silasdavis,"@peterschwarz we are still waiting on a response on https://github.com/hyperledger/burrow/issues/908 before planning a fix, are you able to respond to the points there?",2019-01-09 10:37:15,2019-01-09 10:37:15
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/90,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/451199945,https://github.com/hyperledger/sawtooth-seth/pull/90#issuecomment-451199945,knkski,Closing in favor of #91 ,2019-01-03 16:38:03,2019-01-03 16:38:03
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/89,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/475364750,https://github.com/hyperledger/sawtooth-seth/pull/89#issuecomment-475364750,danintel,"You need a DCO in your commit line. Do a `git rebase -i` and `reword` your commit to have a DCO line. Something like:

`Signed-off-by: momaee <your.email.here@your.domain.here.com>`",2019-03-21 19:09:22,2019-03-21 19:09:22
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/88,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/445918086,https://github.com/hyperledger/sawtooth-seth/pull/88#issuecomment-445918086,knkski,"@dplumb94: We autogenerate that file on every build, and I don't think we can change that ourselves, I think we'll have to wait for the protobuf library to make that change",2018-12-10 18:21:04,2018-12-10 18:21:04
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/87,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/443844391,https://github.com/hyperledger/sawtooth-seth/pull/87#issuecomment-443844391,knkski,"@rob-Hitchens: Thanks for your PR! It looks like you'll need to add a DCO signoff in your commit message (see https://sawtooth.hyperledger.org/docs/core/nightly/master/community/contributing.html#the-commit-process for more details).

Also, has the bytecode for any of the contracts changed? The corresponding `*.txt` files alongside the `*.sol` files might need updating (see https://sawtooth.hyperledger.org/docs/seth/releases/latest/contracts.html for info on how to compile contracts).",2018-12-03 19:45:29,2018-12-03 19:45:29
https://api.github.com/repos/hyperledger/sawtooth-seth/issues/87,https://api.github.com/repos/hyperledger/sawtooth-seth/issues/comments/475488648,https://github.com/hyperledger/sawtooth-seth/pull/87#issuecomment-475488648,vaporos,Closing due to lack of DCO. Please address and re-open this PR.,2019-03-22 04:17:31,2019-03-22 04:17:31
